Opened	Name	City	Market
6/27/2014	Spadina & Fort York	Toronto	Ontario\Toronto
6/26/2014	City Centre 1	Surrey	BritishColumbia\Vancouver
6/26/2014	Duke Energy Center	Charlotte	NorthCarolina\Charlotte
6/26/2014	San Pablo Dam & Morrow	San Pablo	California\ContraCostaCounty
6/20/2014	Swisher Road & I-35	Hickory Creek	Texas\DallasFortWorth
6/20/2014	KCK Legends-Speedway	Kansas City	Kansas\KansasCityKansas
6/19/2014	Yreka	Yreka	California\NorthernCalifornia
6/19/2014	Chesapeake Sq.	Chesapeake	Virginia\ChesapeakeBayRegion
6/17/2014	Brookhurst & Westminster	Garden Grove	California\OrangeCounty
6/16/2014	Vermont & Wilshire	Los Angeles	California\LosAngeles
6/16/2014	2001 L St	Washington DC	WashingtonDC\WashingtonDC
6/16/2014	Fordham Plaza	Bronx	NewYork\Bronx
6/16/2014	Hwy 99E - Woodburn	Woodburn	Oregon\WestCentralOregon
6/16/2014	Reed Hartman	Blue Ash	Ohio\Cincinnati
6/13/2014	Murfreesboro - The Avenue	Murfreesboro	Tennessee\Nashville
6/6/2014	Kimberly & Middle Rd	Bettendorf	Iowa
6/6/2014	Ogden and Prince	Downers Grove	Illinois\Chicagoland
6/6/2014	Interstate 5 & Rush Road	Napavine	Washington\Olympia
6/2/2014	One Oxford Centre	Pittsburgh	Pennsylvania\Pittsburgh
5/30/2014	83rd & Aurora	Seattle	Washington\Seattle
5/30/2014	Disney Springs West Side	Orlando	Florida\Orlando
5/30/2014	Archer & SW 35th	Gainesville	Florida\Gainesville
5/29/2014	Upper Windermere	Edmonton	Alberta\Edmonton
5/29/2014	Alameda & 91	Compton	California\SoutheastLosAngeles
5/29/2014	4076 Confederation Parkway	Mississauga	Ontario\PeelRegion
5/28/2014	60th & Columbia	Portland	Oregon\Portland
5/25/2014	102nd Ave SE & S 240th St- Kent	Kent	Washington\Tacoma
5/25/2014	Nut Tree	Vacaville	California\SolanoCounty
5/23/2014	University Village, Starkville	Starkville	Mississippi\MississippiRemoteMarkets
5/23/2014	Capital & Spring Forest	Raleigh	NorthCarolina\RaleighDurhamChapelHill
5/22/2014	Woodward and 8 Mile	Detriot	Michigan\Detroit
5/22/2014	5029 Hurontario St	Mississauga	Ontario\PeelRegion
5/22/2014	Palm & Harvard	Santa Paula	California\Ventura
5/21/2014	Great Lakes Crossing - Food Court	Auburn Hills	Michigan\Detroit
5/21/2014	Lugonia & Wabash	Redlands	California\SanBernardinoCounty
5/20/2014	N. State Line Ave & Arkansas Blvd.	Texarkana	Arkansas
5/19/2014	Disney Springs Market Place	Orlando	Florida\Orlando
5/17/2014	Sheridan & US 1	Hollywood	Florida\BrowardCounty
5/16/2014	363 Maine Mall Road	Portland	Maine
5/16/2014	Las Vegas South Premium Outlets	Las Vegas	Nevada\LasVegas
5/15/2014	Cottle & Coronado	San Jose	California\SantaClaraCounty
5/15/2014	San Mateo & Prospect	Albuquerque	NewMexico\Albuquerque
5/15/2014	Stoneycreek Village	Fort McMurray	Alberta\AlbertaRemoteMarkets
5/15/2014	Riley & Wales	Folsom	California\Sacramento
5/13/2014	The Woodlands Mall	Houston	Texas\Houston
5/13/2014	University Park Village	Fort Worth	Texas\DallasFortWorth
5/12/2014	17th and Jennie Lee - Idaho Falls	Idaho Falls	Idaho\IdahoRemoteMarkets
5/10/2014	Hillsboro Blvd & Powerline Road	Deerfield Beach	Florida\BrowardCounty
5/2/2014	Bohemia- Veterans Mem Hwy	Bohemia	NewYork\LongIsland
5/2/2014	Madison and Sioux - Mankato	Mankato	Minnesota\MinnesotaRemoteMarkets
5/1/2014	Garners Ferry & Woodhill	Columbia	SouthCarolina\Columbia
5/1/2014	Lindbergh and Lemay Ferry	St. Louis	Missouri\StLouis
5/1/2014	Lake Cook & Lexington	Wheeling	Illinois\Chicagoland
4/26/2014	Chatsworth & Zelzah	Granada Hills	California\LosAngelesCounty
4/25/2014	6920 Mission Rd-Prairie Village	Prairie Village	Kansas\KansasCityKansas
4/23/2014	Colorado & De Lacey	Pasadena	California\Verdugos
4/22/2014	Hwy 288 & Oyster Creek	Lake Jackson	Texas\RemoteMarkets
4/20/2014	Winchester & Ynez	Temecula	California\RiversideCounty
4/18/2014	WinterPark Village	Winter Park	Florida\Orlando
4/18/2014	Bluemound & Columbia	Brookfield	Wisconsin\Milwaukee
4/18/2014	Guilderland, NY	Guilderland	NewYork\Albany
4/17/2014	Via De La Valle & I-5	Del Mar	California\SanDiego
4/17/2014	FM 544 & Woodbridge Parkway	Wylie	Texas\DallasFortWorth
4/17/2014	Archibald & Schleisman	Eastvale	California\RiversideCounty
4/16/2014	43rd & Lex	New York	NewYork\NewYorkCity
4/15/2014	Central & Slauson	Los Angeles	California\LosAngeles
4/11/2014	Fair Lawn Promanade	Fairlawn	NewJersey
4/10/2014	Rosecrans & Studebaker	Norwalk	California\SoutheastLosAngeles
4/7/2014	1960 & Champion Forest	Houston	Texas\Houston
4/4/2014	Cesar Chavez & Broadway	Los Angeles	California\LosAngeles
4/4/2014	Arapahoe & Parker	Centennial	Colorado\Denver
4/4/2014	North Rivers Avenue	North Charleston	SouthCarolina\Charleston
4/4/2014	Speedway & Pantano	Tucson	Arizona\Tucson
4/3/2014	Brea Mall Floor 1	Brea	California\OrangeCounty
4/3/2014	Los Alamos & 215 Fwy	Murrieta	California\RiversideCounty
3/28/2014	Pickerington Plaza	Pickerington	Ohio\Columbus
3/27/2014	Glendale Ave & Merritt	St Catharines	Ontario\NiagaraRegion
3/27/2014	I-5 & Benjamin Holt	Stockton	California\ModestoStockton
3/24/2014	87th & Third	New York	NewYork\NewYorkCity
3/24/2014	Riverhead S/C - Cty Rd 58	Riverhead	NewYork\LongIsland
3/21/2014	Woodland Ave & College St.	Duluth	Minnesota\MinnesotaRemoteMarkets
3/20/2014	Garden State Plaza - Upper level	Paramus	NewJersey
3/20/2014	Fraser Station - Abbotsford	Abbotsford	BritishColumbia\Vancouver
3/20/2014	Mission Valley North Entry	San Diego	California\SanDiego
3/20/2014	Main & Pioneer	Woodland	California\YoloCounty
3/17/2014	Tooele, UT	Tooele	Utah
3/14/2014	Veterans Blvd & Wilshire Place	Metairie	Louisiana\NewOrleans
3/14/2014	Cranford Train Station	Cranford	NewJersey
3/14/2014	St. Cloud, Division Place	St. Cloud	Minnesota\MinnesotaRemoteMarkets
3/14/2014	I-95 & Pooler Pkwy	Pooler	Georgia\Savannah
3/13/2014	5340 Route 42 Turnersville	Turnersville	NewJersey
3/10/2014	Downtown Disney Store	Anaheim	California\OrangeCounty
3/7/2014	Tom Short Rd & Rea Rd	Waxhaw	NorthCarolina\Charlotte
3/7/2014	Ward`s Corner	Norfolk	Virginia\ChesapeakeBayRegion
3/7/2014	Ephrata Marketplace	Ephrata	Pennsylvania\PennsylvaniaRemoteMarkets
3/7/2014	281 & Trenton	Edinburg	Texas\SouthTexas
3/7/2014	The Dalles	The Dalles	Oregon\OregonRemoteMarkets
3/5/2014	Ventura & De Soto	Woodland Hills	California\LosAngelesCounty
3/3/2014	Westheimer & Jeanetta	Houston	Texas\Houston
2/28/2014	1352 College Ave - Boulder	Boulder	Colorado\Boulder
2/28/2014	12th Ave. Rd & E. Hawaii Ave.	Nampa	Idaho\Boise
2/28/2014	Middlesex Tpk & Terrace	Burlington	Massachusetts\Boston
2/27/2014	12 Mile & Cabot	Novi	Michigan\Detroit
2/27/2014	Sand Canyon & 14 Fwy	Santa Clarita	California\SantaClarita
2/24/2014	N. California & Cole Ave	Walnut Creek	California\ContraCostaCounty
2/21/2014	Wilshire & 11th	Santa Monica	California\WestLosAngeles
2/21/2014	Great Neck & Mill Dam	Virginia Beach	Virginia\ChesapeakeBayRegion
2/21/2014	15th Ave & NW 53rd - Ballard	Seattle	Washington\Seattle
2/21/2014	N Fairfield Rd & Rex Dr-Drive Thru	Beavercreek	Ohio\Dayton
2/14/2014	W E St. & N. Center St - Casper	Casper	Wyoming
2/14/2014	I-90 and E. North - Rapid City	Rapid City	SouthDakota
2/14/2014	Sunset & Palisades	Pacific Palisades	California\LosAngelesCounty
2/13/2014	Northwest Hwy & Elmhurst Rd	Mount Prospect	Illinois\Chicagoland
2/12/2014	Bethany Village Centre	Portland	Oregon\Portland
2/11/2014	635 & Northwest Hwy	Garland	Texas\DallasFortWorth
2/6/2014	Toledo - West Central Ave	Toledo	Ohio\Toledo
2/1/2014	Great Neck - The Gardens	Great Neck	NewYork\LongIsland
2/1/2014	5825 Derek Avenue	Sarasota	Florida\SarasotaBradenton
1/31/2014	FM 2094 & Davis	League City	Texas\Houston
1/31/2014	Hamilton - Tylersville Rd	Hamilton	Ohio\Cincinnati
1/29/2014	Hwy 96 & S. Shore Harbor	League City	Texas\Houston
1/27/2014	Broadway & Ballantyne	El Cajon	California\SanDiego
1/27/2014	Hockessin	Hockessin	Delaware
1/24/2014	A1A & 10th	Jacksonville Beach	Florida\Jacksonville
1/24/2014	196th & Hwy 99	Lynnwood	Washington\Seattle
1/24/2014	3rd & Lavaca	Austin	Texas\Austin
1/24/2014	I-84 & Garrity Blvd, ID	Nampa	Idaho\Boise
1/23/2014	Bankview	Calgary	Alberta\Calgary
1/21/2014	Riverstone Marketplace - Vancouver	Vancouver	Washington\SouthwesternWashington
1/17/2014	Waukegan & Lake Cook - Deerfield	Deerfield	Illinois\Chicagoland
1/17/2014	Whittier & Colima	Whittier	California\SoutheastLosAngeles
1/17/2014	Waikiki Shopping Plaza	Honolulu	Hawaii\Oahu
1/17/2014	New Providence Village Center	New Providence	NewJersey
1/17/2014	Hwy 50 & St-Louis	Gatineau	Quebec\Gatineau
1/16/2014	Kearny Mesa & Armour	San Diego	California\SanDiego
1/13/2014	Hwy 6 & Rock Prairie	College Station	Texas\CollegeStation
1/11/2014	Eola & Aurora Rd	Aurora	Illinois\Chicagoland
1/10/2014	Chapman & Tustin	Orange	California\OrangeCounty
1/10/2014	12th Street and Washington - Ogden	Ogden	Utah
1/10/2014	Palomar Airport Rd & Armada	San Diego	California\SanDiego
1/10/2014	Route 1 & Shop N Save Dr.	Scarborough	Maine
1/8/2014	Chestnut Hill Square	Chestnut Hill	Massachusetts\Boston
1/7/2014	Hwy 26 & Mustang Dr	Grapevine	Texas\DallasFortWorth
1/6/2014	23rd & Union - Tacoma	Tacoma	Washington\Tacoma
12/30/2013	Cobbs Ford Road	Prattville	Alabama\Montgomery
12/26/2013	Broadway & Dyckman	New York	NewYork\NewYorkCity
12/23/2013	Flamingo & Howard Hughes Pkwy	Las Vegas	Nevada\LasVegas
12/23/2013	Industrial & Hwy 92	Hayward	California\AlamedaCounty
12/20/2013	I-85 & Woodruff Rd	Greenville	SouthCarolina\Greenville
12/13/2013	86th & Evergreen	Indianapolis	Indiana\Indianapolis
12/13/2013	Lake Shore & long Branch Ave	Toronto	Ontario\Toronto
12/12/2013	Hall Rd & Hayes	Shelby Township	Michigan\Detroit
12/12/2013	167th St & NE 2nd Ave	North Miami	Florida\Miami
12/11/2013	Bountiful 500S	Bountiful	Utah
12/11/2013	Mesa Ridge Pkwy & Fountain Mesa Rd	Fountain	Colorado\ColoradoSprings
12/10/2013	US 59 FM 1314	Porter	Texas\Houston
12/9/2013	Bowfort Road	Calgary	Alberta\Calgary
12/9/2013	7th Ave & Camelback Rd	Phoenix	Arizona\Phoenix
12/6/2013	Ulmerton & Starkey	Largo	Florida\Tampa
12/6/2013	Peach Street, Erie	Erie	Pennsylvania\PennsylvaniaRemoteMarkets
12/5/2013	W Dekalb Pike, King of Prussia	King of Prussia	Pennsylvania\Philadelphia
12/5/2013	Golden Valley & Soledad Canyon	Santa Clarita	California\SantaClarita
12/5/2013	Newcastle	Edmonton	Alberta\Edmonton
12/4/2013	Pacific Hwy & 288th	Federal Way	Washington\Tacoma
12/1/2013	Gulf-to-Bay & Belcher	Clearwater	Florida\StPetersburg
11/23/2013	Palomino Dr & Daniels Pkwy	Fort Myers	Florida\Naples
11/23/2013	Paramus Park Mall Center Court	Bergen	NewJersey
11/22/2013	Tanger Outlets National Harbor	National Harbor	Maryland\WashingtonDCArea
11/21/2013	Jean-Adam & St-Denis	Saint-Sauveur	Quebec\Montreal
11/20/2013	Sundance Square Plaza	Fort Worth	Texas\DallasFortWorth
11/19/2013	Oakland Mall - 14 Mile Rd	Troy	Michigan\Detroit
11/18/2013	Harbor Drive & Coast Highway	San Diego	California\SanDiego
11/18/2013	156th and W. Dodge	Omaha	Nebraska
11/16/2013	University Village South	Seattle	Washington\Seattle
11/15/2013	France Avenue & 76th - Edina	Edina	Minnesota\Minneapolis
11/1/2013	Cox Rd & I-85	Gastonia	NorthCarolina\Charlotte
11/1/2013	Sprague & Carnahan	Spokane Valley	Washington\Spokane
10/31/2013	Walden Galleria	Cheektowaga	NewYork\Buffalo
10/25/2013	Murrysville, Rte 22	Murrysville	Pennsylvania\Pittsburgh
10/24/2013	Lindero Canyon & Kanan Rd	Thousand Oaks	California\Ventura
10/12/2013	Broadway & Devon	Chicago	Illinois\Chicago
10/3/2013	Tatum & Bell	Phoenix	Arizona\Phoenix
10/1/2013	183 & Lakeline	Austin	Texas\Austin
10/1/2013	Mount Hope Avenue	Rochester	NewYork\Rochester
9/30/2013	Valley & Lemon	Walnut	California\SanGabrielValley
9/29/2013	Gonzales	Gonzales	California\CentralCoast
9/29/2013	Dorchester Rd and Wescott Blvd	Charleston	SouthCarolina\Charleston
9/29/2013	23rd & 1st	New York	NewYork\NewYorkCity
9/28/2013	Beltway 8 & Pearland Pky	Houston	Texas\Houston
9/28/2013	Carson & Norwalk	Hawaiian Gardens	California\HarborRegion
9/28/2013	Sand Creek & Hwy 4	Brentwood	California\ContraCostaCounty
9/27/2013	US-2 and 22nd Ave SW - Minot	Minot	NorthDakota
9/27/2013	University Square	Cincinnati	Ohio\Cincinnati
9/27/2013	17 Worthington Ave	Brampton	Ontario\PeelRegion
9/27/2013	Gondola at Heavenly Village	South Lake Tahoe	California\LakeTahoe
9/27/2013	1560 Dundas St E, Building C3	Mississauga	Ontario\PeelRegion
9/27/2013	126th & L	Omaha	Nebraska
9/27/2013	Canal St & St Charles	New Orleans	Louisiana\NewOrleans
9/27/2013	Downtown Crown	Gaithersburg	Maryland\WashingtonDCArea
9/27/2013	270 Easton Road Warrington	Warrington	Pennsylvania\Philadelphia
9/27/2013	Euclid & Orangethorpe	Fullerton	California\OrangeCounty
9/27/2013	Bay & Charles	Toronto	Ontario\Toronto
9/27/2013	Richmond Rd & Olde Towne Rd	Williamsburg	Virginia\ChesapeakeBayRegion
9/27/2013	SR 520 & Goodwin	Merritt Island	Florida\SpaceCoast
9/27/2013	Natick Mall - Level 1	Natick	Massachusetts\Boston
9/27/2013	Montee Masson & Bourque	Mascouche	Quebec\Montreal
9/27/2013	Somerville Town Ctr.	Somerville	NewJersey
9/27/2013	Salina - Central Mall	Salina	Kansas\KansasRemoteMarkets
9/27/2013	Newport Centre-L1 Center Ct	Jersey City	NewJersey
9/27/2013	Lorain	Lorain	Ohio\Cleveland
9/27/2013	Medfield, Main St & North St	Medfield	Massachusetts\Boston
9/26/2013	Zanker & Villagio	San Jose	California\SantaClaraCounty
9/26/2013	Halifax Shopping Centre - Level 2	Halifax	NovaScotia
9/26/2013	535 Larry Uteck Blvd.	Bedford	NovaScotia
9/26/2013	Fremont Pike & Holiday Lan	Perrysburg	Ohio\Toledo
9/26/2013	De Mortagne & Highway 20	Boucherville	Quebec\Montreal
9/26/2013	Eatontown	Eatontown	NewJersey
9/26/2013	Pocket & Greenhaven	Sacramento	California\Sacramento
9/26/2013	Ranch Market-Strathmore	Strathmore	Alberta\Calgary
9/26/2013	Kipling & Evans	Toronto	Ontario\Toronto
9/25/2013	Auburn Ravine & I-80	Auburn	California\Sacramento
9/24/2013	W. Point Loma & Midway	San Diego	California\SanDiego
9/24/2013	1417 Kings Highway	Brooklyn	NewYork\Brooklyn
9/24/2013	395 Flatbush Ave Extension	Brooklyn	NewYork\Brooklyn
9/23/2013	53rd & Madison	New York	NewYork\NewYorkCity
9/23/2013	Countryside -LaGrange Road	Countryside	Illinois\Chicagoland
9/23/2013	I-10 & Hawkins	El Paso	Texas\ElPaso
9/21/2013	Promenade Parkway & I-110	DIberville	Mississippi\MississippiRemoteMarkets
9/20/2013	19151 S Dixie Hwy	Cutler Bay	Florida\Miami
9/20/2013	Hendersonville Indian Lake	Hendersonville	Tennessee\Nashville
9/20/2013	Cerrillos & Las Soleras	Santa Fe	NewMexico\SantaFe
9/20/2013	330 West Hunt-Ottawa	Ottawa	Ontario\Ottawa
9/20/2013	North East Mall	Hurst	Texas\DallasFortWorth
9/20/2013	Thanksgiving Point - Lehi, UT	Lehi	Utah
9/20/2013	Jackson, WY	Jackson	Wyoming
9/20/2013	South Alpine & Harrison	Rockford	Illinois\IllinoisRemoteMarkets
9/20/2013	Plainfield - Rt. 59 & Rt. 126	Plainfield	Illinois\Chicagoland
9/20/2013	Hwy 99 & Harney	Lodi	California\ModestoStockton
9/20/2013	London Bridge	Virginia Beach	Virginia\ChesapeakeBayRegion
9/19/2013	Western & Lomita	Harbor City	California\HarborRegion
9/19/2013	Westfield Fashion Square - Level 1	Sherman Oaks	California\LosAngelesCounty
9/19/2013	3051 Walkers Line	Burlington	Ontario\GreaterTorontoArea
9/19/2013	Markville Mall - Upper Level	Markham	Ontario\GreaterTorontoArea
9/19/2013	Rancho Santa Fe & San Marcos	San Marcos	California\SanDiego
9/19/2013	Place Ste-Foy	Quebec	Quebec\QuebecCity
9/18/2013	Archibald & 60 fwy	Ontario	California\SanBernardinoCounty
9/18/2013	122nd & Halsey - Portland	Portland	Oregon\Portland
9/17/2013	Walt Whitman Shops-Center Court	Huntington Station	NewYork\LongIsland
9/17/2013	Rosemead & Del Mar	Pasadena	California\Verdugos
9/16/2013	Gateway Shopping Center	Wayne	Pennsylvania\Philadelphia
9/14/2013	Yorkville	Yorkville	Illinois\Chicagoland
9/14/2013	East Gate Marketplace - Chantilly	Chantilly	Virginia\NorthernVirginia
9/13/2013	Fullerton & Gale	City of Industry	California\SanGabrielValley
9/13/2013	Edinger & 55 Fwy	Tustin	California\OrangeCounty
9/13/2013	Chenal Pkwy & Kirk	Little Rock	Arkansas
9/13/2013	Dayton - Wilmington Pike	Dayton	Ohio\Dayton
9/13/2013	I-45 & North Loop 336	Conroe	Texas\Houston
9/13/2013	Prairie Lakes & Grand	Sun Prairie	Wisconsin\Madison
9/12/2013	West Henderson Road	Upper Arlington	Ohio\Columbus
9/12/2013	Campo & Bonita	Spring Valley	California\SanDiego
9/12/2013	Galeries d`Anjou	Anjou	Quebec\Montreal
9/12/2013	Coddingtown Mall	Santa Rosa	California\SonomaCounty
9/12/2013	Avenue K & 10th Street West	Lancaster	California\AntelopeValley
9/12/2013	Les Promenades Gatineau	Gatineau	Quebec\Gatineau
9/12/2013	Hwy 86 & Panno Road	Brawley	California\ImperialCounty
9/12/2013	Leduc Crossroads	Leduc	Alberta\Edmonton
9/10/2013	3rd & Bryant	San Angelo	Texas\RemoteMarkets
9/10/2013	North Babylon	North Babylon	NewYork\LongIsland
9/9/2013	Macy`s Herald Square Mezzanine	New York	NewYork\NewYorkCity
9/9/2013	Palladio at Broadstone	Folsom	California\Sacramento
9/6/2013	Windward Mall	Kaneohe	Hawaii\Oahu
9/6/2013	Horsham Rd	Horsham	Pennsylvania\Philadelphia
9/6/2013	North Reading	North Reading	Massachusetts\Boston
9/6/2013	Naper & Ogden	Naperville	Illinois\Chicagoland
9/6/2013	Port Huron - 24th Ave	Fort Gratiot	Michigan\MichiganRemoteMarkets
9/6/2013	Moorland & Janesville	Muskego	Wisconsin\Milwaukee
9/6/2013	Olio Road and Olivia Way	Fishers	Indiana\Indianapolis
9/3/2013	University & McColl	Edinburg	Texas\SouthTexas
9/2/2013	250 and Midland	Midland	Texas\MidlandOdessa
9/2/2013	8243 So. Quebec, Cty Line Rd	Centennial	Colorado\Denver
9/2/2013	Hwy 97 & Veterans - Redmond, OR	Redmond	Oregon\CentralOregon
8/30/2013	Chatham	Chatham	NewJersey
8/30/2013	40th & Bridgeport	University Place	Washington\Tacoma
8/30/2013	Potomac Mills West Wing	Woodbridge	Virginia\NorthernVirginia
8/30/2013	Hwy 98 & Oakhill	Gulf Breeze	Florida\Panhandle
8/30/2013	Southlake Blvd and Nolen	Southlake	Texas\DallasFortWorth
8/30/2013	SR 60 & Grand Regency	Brandon	Florida\Tampa
8/30/2013	Issaquah Highlands - Issaquah	Issaquah	Washington\Seattle
8/30/2013	N Ramsey St	Fayetteville	NorthCarolina\NorthCarolinaRemoteMarkets
8/30/2013	Mississippi & Havana, Aurora	Aurora	Colorado\Denver
8/29/2013	Hasley Canyon & Commerce Center	Castaic	California\SantaClarita
8/29/2013	28th St & Indian School	Phoenix	Arizona\Phoenix
8/29/2013	7th St. & Osborn	Phoenix	Arizona\Phoenix
8/29/2013	S. Lake Park & E. 53rd - Hyde Park	Chicago	Illinois\Chicago
8/26/2013	224th & Meridian - Graham	Graham	Washington\Tacoma
8/26/2013	Baldwin & I-75	Auburn Hills	Michigan\Detroit
8/25/2013	Sunrise & Zinfandel RC	Rancho Cordova	California\Sacramento
8/24/2013	RiverChase	Naples	Florida\Naples
8/23/2013	US 441 & Donnelly	Mount Dora	Florida\Orlando
8/23/2013	SR 64 & I-75	Bradenton	Florida\SarasotaBradenton
8/22/2013	University Heights -	Saskatoon	Saskatchewan
8/22/2013	Bayshore Landing	Coconut Grove	Florida\Miami
8/21/2013	Market Street at Lynnfield	Lynnfield	Massachusetts\Boston
8/15/2013	99 Wall Street	New York	NewYork\NewYorkCity
8/13/2013	Joe Battle & Edgemere	El Paso	Texas\ElPaso
8/12/2013	Westfield Montgomery Mall-Upper Lvl	Bethesda	Maryland\WashingtonDCArea
8/12/2013	9560 Harding Ave	Surfside	Florida\Miami
8/12/2013	I-95 & Fayetteville Rd - Lumberton	Lumberton	NorthCarolina\NorthCarolinaRemoteMarkets
8/9/2013	South Boston/ West Broadway T	South Boston	Massachusetts\Boston
8/9/2013	Hwy 183 & Precinct	Hurst	Texas\DallasFortWorth
8/8/2013	Santan Village Pkwy & Loop 202	Gilbert	Arizona\Phoenix
8/8/2013	Southport & Roscoe	Chicago	Illinois\Chicago
8/8/2013	Mililani Mauka - Ainamakua Dr	Mililani	Hawaii\Oahu
8/1/2013	Hampden & Santa Fe, Sheridan	Denver	Colorado\Denver
8/1/2013	MacArthur & Bison	Newport Beach	California\OrangeCounty
7/26/2013	Bonita Road & Plaza Bonita	Chula Vista	California\SanDiego
7/26/2013	Erie & Saint Clair - Hyatt Hotel	Chicago	Illinois\Chicago
7/26/2013	Alice & Broad Street - Sumter	Sumter	SouthCarolina\SouthCarolinaRemoteMarkets
7/26/2013	Tanger Outlets Charleston	N. Charleston	SouthCarolina\Charleston
7/26/2013	HWY 82 & Willits Ln, Basalt	Basalt	Colorado\ColoradoRemoteMarkets
7/25/2013	Verdugo & Olive	Burbank	California\SanFernandoValley
7/22/2013	Kelsey Creek - Bellevue	Bellevue	Washington\Seattle
7/19/2013	Norwich, CT	Norwich	Connecticut\SouthernConnecticut
7/19/2013	Horizon & College, Henderson	Henderson	Nevada\LasVegas
7/18/2013	Clairemont Mesa & Diane	San Diego	California\SanDiego
7/18/2013	83rd & Mill Plain Blvd - Vancouver	Vancouver	Washington\SouthwesternWashington
7/18/2013	41st & I-44	Tulsa	Oklahoma\Tulsa
7/16/2013	1604 & NW Military	Shavano Park	Texas\SanAntonio
7/12/2013	Sicklerville, NJ	Sicklerville	NewJersey
7/10/2013	The Oaks Mall	Thousand Oaks	California\Ventura
7/9/2013	I-35 & Fox	Lewisville	Texas\DallasFortWorth
7/8/2013	Goldenwest & McFadden	Westminster	California\OrangeCounty
7/3/2013	Green River Road & SR-91	Corona	California\RiversideCounty
7/3/2013	Lakewood & Cover	Long Beach	California\SoutheastLosAngeles
7/1/2013	3300 S & W Temple, SLC	Salt Lake City	Utah
6/28/2013	Arapahoe Rd & S Boston St	Greenwood Village	Colorado\Denver
6/25/2013	Rittiman & Harry Wurzbach	San Antonio	Texas\SanAntonio
6/21/2013	Clearwater & Columbia	Kennewick	Washington\SoutheasternWashington
6/20/2013	Langelier & Belanger	Montreal	Quebec\Montreal
6/17/2013	I-10 & Greenhouse	Houston	Texas\Houston
6/17/2013	Rowes Wharf	Boston	Massachusetts\Boston
6/14/2013	Hackettstown, NJ	Hackettstown	NewJersey
6/14/2013	635 & Centerville	Garland	Texas\DallasFortWorth
6/13/2013	Kingsview Market	Airdrie	Alberta\Calgary
6/8/2013	A1A & Palm Valley Ponte Vedra	Ponte Vedra	Florida\Jacksonville
6/8/2013	Kingston Pike at Sherrill Hill	Knoxville	Tennessee\Knoxville
6/7/2013	Gettysburg	Gettysburg	Pennsylvania\PennsylvaniaRemoteMarkets
6/7/2013	TD Bank Tower - PATH Concourse	Toronto	Ontario\Toronto
6/4/2013	Rural & Vista Del Cerro	Tempe	Arizona\Phoenix
6/1/2013	Cheyenne Meadows	Colorado Springs	Colorado\ColoradoSprings
6/1/2013	Port Authority South Wing	New York	NewYork\NewYorkCity
6/1/2013	Ste-Foy & Neree-Tremblay	Quebec	Quebec\QuebecCity
5/25/2013	Western & Glenlake	Chicago	Illinois\Chicago
5/24/2013	College & Bluemound	Grand Chute	Wisconsin\NorthernWisconsin
5/24/2013	Roscoe & Balboa	Van Nuys	California\LosAngelesCounty
5/24/2013	Jonesboro - Stadium & Parkwood	Jonesboro	Arkansas
5/21/2013	1960 & Fallbrook	Houston	Texas\Houston
5/21/2013	Slaughter & Brodie	Austin	Texas\Austin
5/20/2013	Pleasant Grove& Foothills Blvd	Roseville	California\Sacramento
5/17/2013	Derby - Marketplace	Derby	Kansas\Wichita
5/17/2013	7th & Rainier Ave	Renton	Washington\Seattle
5/17/2013	2060 Skokie Valley - Highland Park	Highland Park	Illinois\Chicagoland
5/17/2013	Oleander and Independence	Wilmington	NorthCarolina\Wilmington
5/17/2013	Scottsdale & Thunderbird	Scottsdale	Arizona\Phoenix
5/17/2013	Montrose Rd & Thorold Stone Rd	Niagara Falls	Ontario\NiagaraRegion
5/16/2013	Emerald Hills	Sherwood Park	Alberta\Edmonton
5/16/2013	360 & Bee Caves	Austin	Texas\Austin
5/16/2013	Butte House and Stabler	Yuba City	California\NorthernCalifornia
5/14/2013	83 Expy & Morrison	Brownsville	Texas\RemoteMarkets
5/13/2013	63rd & Lexington	New York	NewYork\NewYorkCity
5/13/2013	106 Page Avenue	Staten Island	NewYork\NewYorkCity
5/11/2013	Coolsprings Galleria	Franklin	Tennessee\Nashville
5/10/2013	Hwy 55 & New Hill Road	Holly Springs	NorthCarolina\RaleighDurhamChapelHill
5/9/2013	Hwy 69 & Hwy 89	Prescott	Arizona\Flagstaff
5/9/2013	Sherman & Clark - Evanston	Evanston	Illinois\Chicagoland
5/7/2013	Camp Bowie & Littlepage	Fort Worth	Texas\DallasFortWorth
5/7/2013	Rural & Lakeshore	Tempe	Arizona\Phoenix
5/4/2013	Powers Ferry & Terrell Mill	Marietta	Georgia\Atlanta
5/3/2013	Burlington-Wayside Commons	Burlington	Massachusetts\Boston
5/3/2013	Ina & Oracle Casa Adobes	Casa Adobes	Arizona\Tucson
5/3/2013	Junction City - I70 & Chestnut	Junction City	Kansas\KansasRemoteMarkets
5/3/2013	Station Park - Farmington	Farmington	Utah
5/2/2013	Assembly Row	Somerville	Massachusetts\Boston
5/2/2013	Queen Mary & Earnscliffe	Montreal	Quebec\Montreal
4/30/2013	Castleton Square Mall Kiosk	Indianapolis	Indiana\Indianapolis
4/27/2013	Route 132 & Jogues	Delson	Quebec\Montreal
4/26/2013	Chappel Dr & Hwy 6, Spanish Fork	Spanish Fork	Utah
