Opened	Name	City	Market
4/26/2013	North Marietta Pkwy & Whitlock Ave	Marietta	Georgia\Atlanta
4/26/2013	Ross Park Mall Level 1	Pittsburgh	Pennsylvania\Pittsburgh
4/25/2013	Crown Isle	Courtenay	BritishColumbia\VancouverIsland
4/25/2013	San Antonio & El Camino	Mountain View	California\SantaClaraCounty
4/23/2013	9055 S. Dixie Highway	Pinecrest	Florida\Miami
4/23/2013	Haymarket, VA	Haymarket	Virginia\VirginiaRemoteMarkets
4/20/2013	Town & Country (Hammond, LA)	Hammond	Louisiana\NewOrleans
4/19/2013	Commercial Street	Portland	Maine
4/19/2013	Keaunui & Ft Weaver	Ewa Beach	Hawaii\Oahu
4/19/2013	St. Joe - Belt Highway & Cook Road	St. Joseph	Missouri\KansasCity
4/11/2013	Happy Valley & 39th Ave	Glendale	Arizona\Phoenix
4/11/2013	Hwy 680 & Bernal	Pleasanton	California\AlamedaCounty
4/4/2013	The Collections at Riverpark	Oxnard	California\Ventura
4/4/2013	Mulholland & Calabasas	Woodland Hills	California\LosAngelesCounty
3/30/2013	1200 St. Laurent Blvd.	Ottawa	Ontario\Ottawa
3/29/2013	N. Center Dr & Tomahawk Island Dr	Portland	Oregon\Portland
3/27/2013	Newington, Berlin Tpke	Newington	Connecticut\Hartford
3/22/2013	Miller Park Way & National	Milwaukee	Wisconsin\Milwaukee
3/22/2013	Plymouth & Nixon	Ann Arbor	Michigan\AnnArbor
3/22/2013	Tanger Outlets Myrtle Beach-US17	Myrtle Beach	SouthCarolina\MyrtleBeach
3/21/2013	Thousand Oaks & Rancho	Thousand Oaks	California\Ventura
3/13/2013	Louisiana & McGowen	Houston	Texas\Houston
3/8/2013	Fortuna & I-8	Fortuna	Arizona\ArizonaRemoteMarkets
3/7/2013	80 Resolution Dr	Brampton	Ontario\PeelRegion
3/7/2013	Chestermere Station	Chestermere	Alberta\Calgary
3/5/2013	I-35 & Head	Belton	Texas\RemoteMarkets
3/2/2013	Bauer Farms, W. 6th Street	Lawrence	Kansas\KansasRemoteMarkets
3/1/2013	Lake Delton	Lake Delton	Wisconsin\WisconsinRemoteMarkets
2/26/2013	Bob Bullock & McPherson	Laredo	Texas\SouthTexas
2/25/2013	28th & 3rd	New York	NewYork\NewYorkCity
2/24/2013	120 W Calaveras	Milpitas	California\SantaClaraCounty
2/22/2013	Monticello Ave & Settlers Mrkt Blvd	Williamsburg	Virginia\ChesapeakeBayRegion
2/22/2013	Route 47 & Regency	Huntley	Illinois\Chicagoland
2/21/2013	Washington & Wilson	Petaluma	California\SonomaCounty
2/21/2013	1860 Appleby Line	Burlington	Ontario\GreaterTorontoArea
2/15/2013	1604 & Braun	San Antonio	Texas\SanAntonio
2/14/2013	19th Ave & Tschache Ln, Bozeman	Bozeman	Montana
2/13/2013	Ranch Mart South, 95th & Mission	Overland Park	Kansas\KansasCityKansas
2/12/2013	360 & Broad	Mansfield	Texas\DallasFortWorth
2/8/2013	Canton Marketplace	Canton	Georgia\Atlanta
2/7/2013	Rohnert Park & Commerce	Rohnert Park	California\SonomaCounty
1/31/2013	Alessandro & Mission Grove	Riverside	California\RiversideCounty
1/22/2013	Arizona Ave & Ocotillo, Chandler	Chandler	Arizona\Phoenix
1/18/2013	Wendy & Grande Vista	Thousand Oaks	California\Ventura
1/18/2013	Smithfield, Putnam Pike	Smithfield	RhodeIsland
1/17/2013	Terrace Rd and 101 Ave	Edmonton	Alberta\Edmonton
1/14/2013	Coleman & Newhall	San Jose	California\SantaClaraCounty
1/10/2013	Morgan Crossing	Surrey	BritishColumbia\Vancouver
12/21/2012	Tikahtnu Commons - Anchorage	Anchorage	Alaska
12/18/2012	Route 117 & Latreille	Mont Tremblant	Quebec\Montreal
12/14/2012	Cypress Gardens Dr & US 17	Winter Haven	Florida\Lakeland
12/14/2012	Route 73 & Fellowship Road	Mount Laurel	NewJersey
12/14/2012	Solon	Solon	Ohio\Cleveland
12/14/2012	Sepulveda & Washington	Los Angeles	California\LosAngeles
12/13/2012	450 E. 17th Street	Costa Mesa	California\OrangeCounty
12/11/2012	Wyoming & Academy	Albuquerque	NewMexico\Albuquerque
12/6/2012	12550 Highway 50	Bolton	Ontario\GreaterTorontoArea
12/4/2012	Debbie & Matlock	Mansfield	Texas\DallasFortWorth
11/30/2012	Brookhurst & Stanford	Garden Grove	California\OrangeCounty
11/30/2012	6974 Financial Drive	Mississauga	Ontario\PeelRegion
11/30/2012	Delaware, Ohio	DELAWARE	Ohio\Columbus
11/29/2012	580 Fanshawe Park Rd E	London	Ontario\LondonON
11/29/2012	Fremont Village	Port Coquitlam	BritishColumbia\Vancouver
11/29/2012	SW Marine Dr and Ontario St	Vancouver	BritishColumbia\Vancouver
11/29/2012	Kuakini Hwy & Henry St	Kailua-Kona	Hawaii\BigIsland
11/17/2012	Ashford Dunwoody at Ravinia Dr-Atl	Dunwoody	Georgia\Atlanta
11/16/2012	Cedar Road, South Euclid	South Euclid	Ohio\Cleveland
11/16/2012	Hwy 17 & Hwy 544-Myrtle Beach	Myrtle Beach	SouthCarolina\MyrtleBeach
11/12/2012	Yorkdale Shopping Centre	Toronto	Ontario\Toronto
11/8/2012	San Francisco Premium Outlets	Livermore	California\AlamedaCounty
11/6/2012	620 & Lohmans Crossing	Lakeway	Texas\Austin
11/4/2012	Lakeside Mall (Kiosk)	Metairie	Louisiana\NewOrleans
10/26/2012	18th and Andresen- Vancouver,WA	Vancouver	Washington\SouthwesternWashington
10/26/2012	Merrimack Outlets	Merrimack	NewHampshire
10/25/2012	Martindale & Hanover	St. Catharines	Ontario\NiagaraRegion
10/19/2012	State College & Placentia	Anaheim	California\OrangeCounty
10/19/2012	Tanger Outlets Houston	Texas City	Texas\Houston
10/12/2012	Parks Hwy & Palmer Wasilla Hwy	Wasilla	Alaska
9/30/2012	Gallery Shopping Center at Westbury	Garden City	NewYork\LongIsland
9/30/2012	14th & Speer, Denver	Denver	Colorado\Denver
9/30/2012	164th & Bothell Hwy	Mill Creek	Washington\Seattle
9/30/2012	Babcock & Hamilton Wolfe	San Antonio	Texas\SanAntonio
9/30/2012	Bellflower & Stearns	Long Beach	California\SoutheastLosAngeles
9/30/2012	Stonebridge at Potomac Town Center	Woodbridge	Virginia\NorthernVirginia
9/30/2012	N Powers Rd & Barnes Rd	Colorado Springs	Colorado\ColoradoSprings
9/29/2012	Wilshire & Normandie	Los Angeles	California\LosAngeles
9/29/2012	Biesterfield & Wellington	Elk Grove Village	Illinois\Chicagoland
9/29/2012	Ala Moana & Coral	Honolulu	Hawaii\Oahu
9/29/2012	First & Mission	San Francisco	California\SanFrancisco
9/29/2012	24th Ave NW & Mt Williams Drive	Norman	Oklahoma\OklahomaCity
9/29/2012	Crandall Building	Salt Lake City	Utah
9/29/2012	Allen & West, Woodhaven	Woodhaven	Michigan\Detroit
9/29/2012	Beach Blvd. & Atlanta	Huntington Beach	California\OrangeCounty
9/29/2012	Grand Ave & Forest Park	St. Louis	Missouri\StLouis
9/29/2012	6th & Spring	Los Angeles	California\LosAngeles
9/29/2012	First & M, NE	Washington	WashingtonDC\WashingtonDC
9/29/2012	Braintree, Forbes Rd & Granite St	Braintree	Massachusetts\Boston
9/29/2012	Figueroa & Exposition	Los Angeles	California\LosAngeles
9/29/2012	Hwy 101 & Diamond Lk Rd-Rogers	Rogers	Minnesota\Minneapolis
9/29/2012	Quito Village	Saratoga	California\SantaClaraCounty
9/29/2012	Orangethorpe & Centerpointe	Buena Park	California\OrangeCounty
9/29/2012	Providence & Kempsville-VA BEACH	VA Beach	Virginia\ChesapeakeBayRegion
9/29/2012	Randall & Harnish	Algonquin	Illinois\Chicagoland
9/29/2012	Promenade & New Hope	Bentonville	Arkansas
9/29/2012	Hwy 1 & Rio Rd	Carmel	California\CentralCoast
9/29/2012	Santa Anita & Valley, El Monte	El Monte	California\SanGabrielValley
9/29/2012	St. Francis & Cerrillos	Santa Fe	NewMexico\SantaFe
9/29/2012	MLK & I-540	Fayetteville	Arkansas
9/28/2012	First & Main Napa	Napa	California\NapaCounty
9/28/2012	Lincoln & Oswego, Centennial	Englewood	Colorado\Denver
9/28/2012	Oakdale & Merle	Modesto	California\ModestoStockton
9/28/2012	Sweetwater & Jamacha, San Diego	Spring Valley	California\SanDiego
9/27/2012	Bayfield - Barrie	Barrie	Ontario\GreaterTorontoArea
9/27/2012	Naper & 75th St	Naperville	Illinois\Chicagoland
9/27/2012	North & Clybourn - CTA Station	Chicago	Illinois\Chicago
9/27/2012	Randolph & Wells	Chicago	Illinois\Chicago
9/25/2012	Fry & Seven Meadows	Katy	Texas\Houston
9/25/2012	Rayzor Ranch	Denton	Texas\Denton
9/22/2012	College & Pacific - Lacey	Lacey	Washington\Olympia
9/22/2012	Providence Town Center	Collegeville	Pennsylvania\Philadelphia
9/22/2012	Hypoluxo Road & Congress Avenue	Boynton Beach	Florida\PalmBeachCounty
9/21/2012	Whittier & Goodrich	Commerce	California\SoutheastLosAngeles
9/21/2012	W. 11th & Acorn Park - Eugene	Eugene	Oregon\WestCentralOregon
9/21/2012	Dunlawton Avenue & Yorktowne	Port Orange	Florida\DaytonaOrmond
9/21/2012	3900 S & 900 E, SLC	Salt Lake City	Utah
9/21/2012	27th & Morgan	Milwaukee	Wisconsin\Milwaukee
9/21/2012	Sunnyside & Misty Dr - Happy Valley	Happy Valley	Oregon\Portland
9/21/2012	Maple Grove - Dunkirk Square	Maple Grove	Minnesota\Minneapolis
9/20/2012	Montclair Place First Floor	Montclair	California\SanBernardinoCounty
9/20/2012	Mont Royal & Resther	Montreal	Quebec\Montreal
9/20/2012	Ontario Mills Mall Cafe	Ontario	California\SanBernardinoCounty
9/18/2012	Arlington Highlands	Arlington	Texas\DallasFortWorth
9/17/2012	58th Btwn Madison & Fifth	New York	NewYork\NewYorkCity
9/17/2012	I-10 & Yale	Houston	Texas\Houston
9/17/2012	Northridge Fashion Center	Northridge	California\LosAngelesCounty
9/17/2012	John & Water Streets	New York	NewYork\NewYorkCity
9/15/2012	Kingston Rd & Rylander	Toronto	Ontario\Toronto
9/14/2012	Von Karman & Barranca	Irvine	California\OrangeCounty
9/14/2012	Highlands Ranch & University Blvd	Highlands Ranch	Colorado\Denver
9/14/2012	Rocky Mountain	Loveland	Colorado\FortCollins
9/14/2012	Sample & 441	Coral Springs	Florida\Miami
9/14/2012	North Bethesda Market	North Bethesda	Maryland\WashingtonDCArea
9/14/2012	Shoppes at Wadsworth	Wadsworth	Ohio\Akron
9/14/2012	Ming & Ashe	Bakersfield	California\KernCounty
9/14/2012	North Huntington	North Huntingdon	Pennsylvania\Pittsburgh
9/13/2012	Douglas & Cavitt Stallman	Granite Bay	California\Sacramento
9/13/2012	Iris & Lassell	Moreno Valley	California\RiversideCounty
9/12/2012	Gessner & Kempwood	Houston	Texas\Houston
9/11/2012	N. Tryon Street & Institute Circle	Charlotte	NorthCarolina\Charlotte
9/10/2012	53rd & Sixth (SW Corner)	New York	NewYork\NewYorkCity
9/7/2012	Waugh Chapel Town Centre, Rte. 3	Gambrills	Maryland\Annapolis
9/7/2012	1459 Ogilvie Road	Ottawa	Ontario\Ottawa
9/7/2012	18th & Spruce	Philadelphia	Pennsylvania\Philadelphia
9/7/2012	Hanover S Main St	Hanover	NewHampshire
9/7/2012	Honolulu & Ocean View	Montrose	California\LosAngelesCounty
9/7/2012	Paul Huff & I-75	Cleveland	Tennessee\Chattanooga
9/7/2012	South River Rd & Kilton Rd.	Bedford	NewHampshire
9/5/2012	Jersey City, Exchange Place	Jersey City	NewJersey
9/4/2012	Frank Lloyd Wright & Loop 101	Scottsdale	Arizona\Phoenix
9/4/2012	25th & Lex	New York	NewYork\NewYorkCity
9/4/2012	13th & 1st	New York	NewYork\NewYorkCity
9/1/2012	Willow Grove Park Mall	Willow Grove	Pennsylvania\Philadelphia
9/1/2012	1633 Mountain Road	Moncton	NewBrunswick
8/31/2012	Torrey Pines & Hershel	La Jolla	California\SanDiego
8/31/2012	Commercial & Federal Hwy	Ft. Lauderdale	Florida\BrowardCounty
8/31/2012	Leucadia & I-5 San Diego	Encinitas	California\SanDiego
8/30/2012	Millennium Ridge	Sherwood Park	Alberta\Edmonton
8/27/2012	Kirby & Shadow Creek	Pearland	Texas\Houston
8/24/2012	13th & Main, Ramona	Ramona	California\SanDiego
8/24/2012	Dundee & Arlington Heights	Buffalo Grove	Illinois\Chicagoland
8/24/2012	Council Bluffs, I-29 & Hwy 275	Council BLuffs	Iowa
8/24/2012	Shaw and West - Fresno	Fresno	California\CentralValley
8/23/2012	8027 Greenback Lane Citrus Heights	Citrus Heights	California\Sacramento
8/23/2012	Falls of Neuse & Spring Forest Rd	Raleigh	NorthCarolina\RaleighDurhamChapelHill
8/17/2012	4060 Cote-de-Liesse Road	Mont Royal	Quebec\Montreal
8/17/2012	Hollywood & Vine	Hollywood	California\CentralLosAngeles
8/17/2012	Stow, Kent Plaza	Stow	Ohio\Akron
8/14/2012	Arnold & Morello	Martinez	California\ContraCostaCounty
8/10/2012	Highlands Ranch Town Center	Highlands Ranch	Colorado\Denver
8/10/2012	Northwest Highway & Crystal Point	Crystal Lake	Illinois\Chicagoland
8/7/2012	Tyrone Blvd North & 22nd Ave N	St. Petersburg	Florida\Tampa
8/7/2012	Williams Drive & DB Wood	Georgetown	Texas\Austin
8/5/2012	851 West Lancaster Ave, Devon	Devon	Pennsylvania\Philadelphia
8/3/2012	Arlington Ridge	Arlington	Virginia\NorthernVirginia
8/3/2012	Great Falls Center	Great Falls	Virginia\NorthernVirginia
8/2/2012	Haygood Road and Independence Blvd	Virginia Beach	Virginia\ChesapeakeBayRegion
7/31/2012	FM 78 & Crestway	Converse	Texas\SanAntonio
7/26/2012	Stanford Ranch & Sunset	Rocklin	California\Sacramento
7/26/2012	North Military Highway & Raby Road	Norfolk	Virginia\ChesapeakeBayRegion
7/26/2012	Kentwood - Kalamazoo St & M-6	Kentwood	Michigan\GrandRapids
7/23/2012	Beltline and Coit	Dallas	Texas\DallasFortWorth
7/19/2012	Coxwell & Plains	Toronto	Ontario\Toronto
7/14/2012	1930 Fowler Dr	Mississauga	Ontario\PeelRegion
7/14/2012	Sherway Gardens	Toronto	Ontario\Toronto
7/14/2012	Hwy 69 & Olive Street - Cullman	Cullman	Alabama\AlabamaRemoteMarkets
7/13/2012	Minor & Allen	Kelso	Washington\SouthwesternWashington
7/7/2012	Newport & Bacon, Ocean Beach	San Diego	California\SanDiego
7/5/2012	5th & Columbia - Seattle	Seattle	Washington\Seattle
7/5/2012	146 Lakeshore Rd W, Suite J	Oakville	Ontario\GreaterTorontoArea
7/4/2012	Outlets at I-10 and Transmountain	El Paso	Texas\ElPaso
7/3/2012	Newark & Jarvis	Newark	California\AlamedaCounty
6/30/2012	348 Fulton Street	Brooklyn	NewYork\Brooklyn
6/30/2012	Hull & Hancock Village	Chesterfield	Virginia\Richmond
6/29/2012	Airport Road	Allentown	Pennsylvania\PennsylvaniaRemoteMarkets
6/29/2012	Kitsap Way & National	Bremerton	Washington\KitsapCounty
6/28/2012	3885 El Camino Real	Palo Alto	California\SantaClaraCounty
6/26/2012	Jackson & Jackson	McAllen	Texas\SouthTexas
6/22/2012	Chelsea, Everett Avenue	Chelsea	Massachusetts\Boston
6/22/2012	Edinger & Sher	Huntington Beach	California\OrangeCounty
6/22/2012	100th & Columbus	New York	NewYork\NewYorkCity
6/22/2012	Tapestry Park	Jacksonville	Florida\Jacksonville
6/17/2012	9th & Flower	Los Angeles	California\LosAngeles
6/15/2012	MLK & Bullis	Lynwood	California\SoutheastLosAngeles
6/11/2012	Louisville-Blankenbaker & I-64	Jeffersontown	Kentucky\Louisville
6/8/2012	80 Thickson Rd S	Whitby	Ontario\GreaterTorontoArea
6/8/2012	1341 Main St W	Hamilton	Ontario\HamiltonRegion
6/6/2012	455 Bank Street Unit 3	Ottawa	Ontario\Ottawa
6/4/2012	52nd Btwn Fifth & Sixth	New York	NewYork\NewYorkCity
6/1/2012	Brick Yard Station - Cloverdale	Surrey	BritishColumbia\Vancouver
6/1/2012	Route 20 & Shops Way	Northborough	Massachusetts\Worcester
5/26/2012	Ponce De Leon at Glen Iris-Atlanta	Atlanta	Georgia\Atlanta
5/25/2012	Hyannis, Iyannough Rd	Hyannis	Massachusetts\CapeCod
5/24/2012	1690 NE Miami Gardens Drive	Miami	Florida\Miami
5/20/2012	Bee Ridge Rd & Cattlemen Rd	Sarasota	Florida\SarasotaBradenton
5/18/2012	Coral Way & 87th	Miami	Florida\Miami
5/18/2012	200 S. Michigan Avenue	Chicago	Illinois\Chicago
5/17/2012	Piccadilly Mall - Salmon Arm	Salmon Arm	BritishColumbia\EasternBritishColumbia
5/17/2012	Royal Oak	Calgary	Alberta\Calgary
5/12/2012	134 Montague Street	Brooklyn	NewYork\Brooklyn
5/3/2012	Gasoline Alley	Red Deer	Alberta\RedDeer
5/3/2012	Rosecrans & Ingelow	San Diego	California\SanDiego
5/2/2012	Gates of Walden	Calgary	Alberta\Calgary
4/19/2012	Ash St & Wye Rd	Sherwood Park	Alberta\Edmonton
4/19/2012	Port Place Mall-Nanaimo	Nanaimo	BritishColumbia\VancouverIsland
4/13/2012	I-10 & Worth Parkway at The Rim	San Antonio	Texas\SanAntonio
4/12/2012	Newburgh	Newburgh	NewYork\NewYorkRemoteMarkets
4/6/2012	DeSoto & Knapp	Chatsworth	California\LosAngelesCounty
4/2/2012	Mount Pleasant & Soudan	Toronto	Ontario\Toronto
4/1/2012	Ballard	Seattle	Washington\Seattle
3/30/2012	Valley View & Lampson	Garden Grove	California\OrangeCounty
3/30/2012	100 E. Pratt Street	Baltimore	Maryland\Baltimore
3/30/2012	College & North River.	Oceanside	California\SanDiego
3/30/2012	Cleveland Circle	Brighton	Massachusetts\Boston
3/23/2012	6365 Dobbin Road	Columbia	Maryland\Baltimore
3/23/2012	Palomar & Industrial	San Diego	California\SanDiego
3/22/2012	46 King St W	Dundas	Ontario\HamiltonRegion
3/8/2012	1350 Baseline Road	Ottawa	Ontario\Ottawa
3/2/2012	Eldersburg	Eldersburg	Maryland\Baltimore
3/2/2012	32nd St & Lincoln	Phoenix	Arizona\Phoenix
2/20/2012	3rd St & First Avenue	New York	NewYork\NewYorkCity
2/16/2012	United Boulevard & Schooner St	Coquitlam	BritishColumbia\Vancouver
2/14/2012	Heritage Trace & I 35	Fort Worth	Texas\DallasFortWorth
2/10/2012	York, Route 30 and Toronita St	York	Pennsylvania\PennsylvaniaRemoteMarkets
2/10/2012	Wurzbach & NW Military	San Antonio	Texas\SanAntonio
2/10/2012	Southside Marketplace	Baltimore	Maryland\Baltimore
2/6/2012	26th & Broadway	New York	NewYork\NewYorkCity
2/6/2012	Dobson & Guadalupe	Mesa	Arizona\Phoenix
2/2/2012	W Carrillo & De La Vina - Santa Ba	Santa Barbara	California\SantaBarbara
1/24/2012	Hwy 190 & DeWald	Copperas Cove	Texas\RemoteMarkets
1/23/2012	Wantagh	Wantagh	NewYork\LongIsland
1/23/2012	36th & 6th	New York	NewYork\NewYorkCity
1/20/2012	Arnold Crossroads	Arnold	Missouri\StLouis
1/20/2012	Hwy 74 & Windmere - Monroe	Monroe	NorthCarolina\Charlotte
1/12/2012	Deer Valley Marketplace	Calgary	Alberta\Calgary
1/6/2012	Natick, Route 9 West	Natick	Massachusetts\Boston
1/2/2012	Terry & Republican - Seattle	Seattle	Washington\Seattle
12/29/2011	West Mequon & Port Washington	Mequon	Wisconsin\Milwaukee
12/22/2011	2 Stavanger Drive	St. Johns	Newfoundland
12/19/2011	Grand & 1st (Grand Park)	Los Angeles	California\LosAngeles
12/16/2011	Indian Truck & I-15	Corona	California\RiversideCounty
12/15/2011	1905 Dundas St E	London	Ontario\LondonON
12/8/2011	Town Center Corte Madera	Corte Madera	California\MarinCounty
12/8/2011	Gallerie Beaumont	Beaumont	Alberta\Edmonton
11/28/2011	Michigan Hill	Grand Rapids	Michigan\GrandRapids
11/24/2011	3030 Thomas St	Mississauga	Ontario\PeelRegion
11/23/2011	East Washington & Continental	Madison	Wisconsin\Madison
11/21/2011	FM 2499 & Dixon	Flower Mound	Texas\DallasFortWorth
11/19/2011	Galleria at Roseville-North Wing	Roseville	California\Sacramento
11/18/2011	Jackson & The 10	Indio	California\PalmSprings
11/4/2011	Hwy 18 & Dale Evans Pkwy	Apple Valley	California\SanBernardinoCounty
10/28/2011	Highway 16A & Century Rd	Spruce Grove	Alberta\Edmonton
10/28/2011	Overlake Medical Pavilion	Bellevue	Washington\Seattle
10/27/2011	Cityview Shopping Centre-Kamloops	Kamloops	BritishColumbia\EasternBritishColumbia
10/6/2011	Victoria Dr and 41st	Vancouver	BritishColumbia\Vancouver
10/6/2011	Governor`s Market-Westbank	Westbank	BritishColumbia\EasternBritishColumbia
10/1/2011	St-Charles & Hymus	Kirkland	Quebec\Montreal
9/30/2011	Winter Gardens & Woodside	Lakeside	California\SanDiego
9/30/2011	17th & Bristol	Santa Ana	California\OrangeCounty
9/30/2011	620 & Anderson Mill	Austin	Texas\Austin
9/30/2011	College & Stuart	Fort Collins	Colorado\FortCollins
9/30/2011	Allen Road & Rimrock Road	Toronto	Ontario\Toronto
9/30/2011	660 Taunton Rd E	Whitby	Ontario\GreaterTorontoArea
9/30/2011	Milwaukee & Touhy - Niles	Niles	Illinois\Chicagoland
9/30/2011	Sycamore & Camino Ramon	Danville	California\ContraCostaCounty
9/30/2011	N. Dale Mabry & Linebaugh	Tampa	Florida\Tampa
9/29/2011	1181 Greenbank Road	Ottawa	Ontario\Ottawa
9/29/2011	Alvarado & Del Monte	Monterey	California\CentralCoast
9/29/2011	1680 Richmond St	London	Ontario\LondonON
9/27/2011	Market at Hebron	Carrollton	Texas\DallasFortWorth
9/26/2011	5555 Sunset Blvd.	Lexington	SouthCarolina\Columbia
9/26/2011	Six Forks & Strickland	Raleigh	NorthCarolina\RaleighDurhamChapelHill
9/23/2011	Treat & Jones	Walnut Creek	California\ContraCostaCounty
9/23/2011	W Broadway & Leonard Street	New York	NewYork\NewYorkCity
9/23/2011	Rural & Ray	Chandler	Arizona\Phoenix
9/22/2011	235 Ira Needles Blvd	Kitchener	Ontario\GreaterTorontoArea
9/16/2011	I-69 & Jefferson	Fort Wayne	Indiana\FortWayne
9/16/2011	Sunset Dr. & James St Road	Bellingham	Washington\Bellingham
9/9/2011	74th & Lakewood Drive - Lakewood	Lakewood	Washington\Tacoma
9/2/2011	Bedford & Bloor	Toronto	Ontario\Toronto
9/2/2011	8 North Michigan	Chicago	Illinois\Chicago
9/2/2011	Bathurst & Joicey	Toronto	Ontario\Toronto
9/1/2011	Uptown - Trans Can Hwy & Hwy 17	Victoria	BritishColumbia\VancouverIsland
8/26/2011	4th & Morrison - Portland	Portland	Oregon\Portland
8/22/2011	69th & First	New York	NewYork\NewYorkCity
8/11/2011	Tracy Blvd & Valpico - Tracy	Tracy	California\ModestoStockton
8/4/2011	Hwy 49 & McKnight	Grass Valley	California\NorthernCalifornia
7/29/2011	86 Chain Lake Drive	Halifax	NovaScotia
7/22/2011	1604 & Bulverde	San Antonio	Texas\SanAntonio
7/22/2011	Morristown, Park Place	Morristown	NewJersey
7/13/2011	Firestone & Studebaker, Norwalk	Norwalk	California\SoutheastLosAngeles
7/7/2011	El Camino Real, Atascadero	Atascadero	California\CentralCoast
7/1/2011	2nd & Main - Portland	Portland	Oregon\Portland
6/27/2011	7th & Washington- Eugene	Eugene	Oregon\WestCentralOregon
6/20/2011	8th Ave just south of 14th St	New York	NewYork\NewYorkCity
6/17/2011	164th & Alderwood Mall Parkway	Lynnwood	Washington\Seattle
6/14/2011	43rd & Sixth	New York	NewYork\NewYorkCity
6/13/2011	11th and Couch	Portland	Oregon\Portland
6/10/2011	Avon, OH	Avon	Ohio\Cleveland
5/29/2011	Woodbury Village	Woodbury	NewYork\LongIsland
5/20/2011	Douglas Way & Boones Ferry Road	Lake Oswego	Oregon\Portland
5/20/2011	Harvard Yard	Cambridge	Massachusetts\Boston
5/20/2011	County Rd 102 & I-5 - Woodland	Woodland	California\YoloCounty
5/20/2011	Severna Park	Severna Park	Maryland\Annapolis
5/20/2011	Houston & St. Mary`s	San Antonio	Texas\SanAntonio
5/6/2011	Deer Park Town Center	Deer Park	Illinois\Chicagoland
4/1/2011	Carrefour Don Quichotte	Ile Perrot	Quebec\Montreal
4/1/2011	Manassas Crossroads	Manassas	Virginia\NorthernVirginia
